transaction_id,customer_id,transaction_ts,channel,transaction_type,merchant_category,amount_pen,status,device_id,is_cross_border,is_fraud_confirmed
T00000033,C002087,2025-06-30 21:29:23,pos,transfer,restaurants,313.6,approved,D0008967,0,0
T00000034,C003895,2025-04-15 14:10:16,mobile_app,transfer,utilities,34.24,approved,D0000998,0,0
T00000035,C004576,2025-02-17 18:44:55,api_partner,payment,cash_out,200.72,approved,D0006361,0,0
T00000036,C002974,2025-01-31 11:31:37,mobile_app,payment,retail,70.9,approved,D0002797,0,0
T00000037,C001154,2025-04-29 13:47:02,mobile_app,transfer,crypto,508.75,approved,D0001003,0,0
T00000038,C004159,2025-08-04 16:02:23,mobile_app,transfer,grocery,137.46,approved,D0001562,0,0
T00000039,C000955,2025-07-01 01:30:02,atm,transfer,gaming,218.71,approved,D0006705,0,0
T00000040,C005532,2025-11-04 08:57:05,pos,cash_out,crypto,1005.31,approved,D0006391,0,0
T00000041,C005962,2025-08-07 07:09:54,pos,payment,grocery,216.19,approved,D0005995,0,0
T00000042,C002578,2025-06-27 01:13:16,mobile_app,payment,utilities,395.77,approved,D0004437,0,0
T00000043,C005566,2025-01-05 17:02:31,pos,payment,travel,198.15,declined,D0004788,0,0
T00000044,C003789,2025-01-30 19:41:15,mobile_app,payment,education,225.73,declined,D0003648,0,0
T00000045,C005729,2025-05-08 19:40:22,api_partner,top_up,gaming,98.09,declined,D0000304,0,0
T00000046,C005911,2025-10-12 23:19:28,web,payment,travel,142.98,approved,D0005022,0,0
T00000047,C003069,2025-01-25 16:17:52,web,cash_out,travel,86.65,approved,D0006797,0,0
T00000048,C000236,2025-04-03 12:16:09,mobile_app,payment,education,860.65,approved,D0002957,0,0
T00000049,C003752,2025-07-15 13:18:30,web,payment,transport,46.4,approved,D0006739,0,0
T00000050,C003644,2025-09-08 04:15:50,pos,transfer,retail,272.95,approved,D0005860,0,0
T00000051,C001109,2025-11-03 15:30:58,web,transfer,restaurants,183.56,approved,D0007654,0,1
T00000052,C001797,2025-06-24 12:25:49,web,payment,retail,147.35,approved,D0000938,0,0
T00000053,C003474,2025-04-02 20:04:01,mobile_app,payment,utilities,134.47,approved,D0008533,0,0
T00000054,C005286,2025-04-23 05:19:07,pos,payment,restaurants,107.17,approved,D0002735,0,0
T00000055,C001391,2025-06-07 10:50:49,atm,payment,gaming,101.18,approved,D0000197,0,0
T00000056,C005530,2025-06-30 06:35:09,mobile_app,transfer,transport,438.02,approved,D0003824,0,0
T00000057,C003132,2025-11-14 04:49:05,mobile_app,payment,restaurants,44.26,approved,D0006846,0,0
T00000058,C002212,2025-11-11 17:15:28,pos,payment,travel,285.78,declined,D0001820,0,0
T00000059,C005350,2025-08-11 20:58:33,mobile_app,top_up,transport,124.27,approved,D0007619,0,0
T00000060,C004978,2025-09-16 11:29:45,mobile_app,transfer,restaurants,182.89,approved,D0002341,0,0
T00000061,C002642,2025-06-22 10:59:36,mobile_app,payment,gaming,397.7,approved,D0002930,0,0
T00000062,C003229,2025-10-05 20:24:27,web,transfer,retail,77.63,approved,D0004660,0,0
T00000063,C000927,2025-12-26 12:17:26,mobile_app,cash_out,grocery,104.23,approved,D0002489,0,0
T00000064,C005823,2025-09-28 18:59:02,web,payment,cash_out,88.98,approved,D0008857,0,0
T00000065,C002922,2025-04-08 00:06:15,api_partner,transfer,transport,217.21,approved,D0005798,1,0
T00000066,C002957,2025-03-06 18:03:57,pos,payment,transport,251.93,approved,D0002608,0,0
T00000067,C003828,2025-02-05 12:42:17,pos,payment,travel,149.95,approved,D0004190,0,0
T00000068,C003446,2025-11-16 17:18:59,mobile_app,top_up,transport,175.34,approved,D0005372,0,0
T00000069,C005362,2025-04-22 02:20:11,mobile_app,payment,education,131.18,approved,D0001590,0,0
T00000070,C004039,2025-03-30 20:58:17,mobile_app,payment,grocery,98.31,approved,D0005876,0,0
T00000071,C000121,2025-02-05 03:47:32,api_partner,payment,transport,302.78,approved,D0003028,0,0
T00000072,C000966,2025-01-04 11:39:03,pos,transfer,cash_out,1124.26,approved,D0005901,0,0
T00000073,C002050,2025-12-23 10:55:17,mobile_app,payment,grocery,32.23,approved,D0006915,1,0
T00000074,C004214,2025-07-29 21:54:26,mobile_app,payment,transport,131.18,approved,D0008968,0,0
T00000075,C003720,2025-11-18 21:34:19,mobile_app,transfer,crypto,102.64,approved,D0000108,0,0
T00000076,C003914,2025-12-04 13:24:49,web,cash_out,cash_out,63.2,approved,D0005651,0,0
T00000077,C004735,2025-02-08 04:32:53,mobile_app,transfer,retail,81.67,approved,D0007745,0,0
T00000078,C003825,2025-05-02 02:51:21,mobile_app,payment,transport,59.67,approved,D0000671,0,0
T00000079,C004470,2025-04-18 17:26:19,mobile_app,payment,utilities,22.79,approved,D0002619,0,0
T00000080,C003180,2025-06-24 14:54:46,mobile_app,transfer,cash_out,579.0,approved,D0007141,0,0
T00000081,C003371,2025-01-07 11:22:49,pos,payment,grocery,103.91,approved,D0005330,0,0
T00000082,C003505,2025-03-21 05:01:44,mobile_app,payment,utilities,84.3,approved,D0001962,0,0
T00000083,C004042,2025-08-21 03:35:08,mobile_app,payment,grocery,96.88,approved,D0002542,0,0
T00000084,C005907,2025-10-09 17:23:41,web,top_up,transport,232.89,approved,D0005039,0,0
T00000085,C001924,2025-08-05 01:30:47,mobile_app,cash_out,retail,56.95,approved,D0004750,0,0
T00000086,C005139,2025-05-28 02:51:38,pos,payment,retail,83.86,approved,D0007937,0,0
T00000087,C003817,2025-03-12 10:53:17,mobile_app,transfer,transport,16.29,reversed,D0006926,0,0
T00000088,C003092,2025-06-23 14:23:21,mobile_app,transfer,cash_out,156.73,reversed,D0005690,0,0
T00000089,C001777,2025-04-22 20:40:35,mobile_app,payment,retail,20.22,approved,D0004696,0,0
T00000090,C000772,2025-01-30 22:35:37,mobile_app,payment,restaurants,176.4,approved,D0006476,0,0
T00000091,C004657,2025-02-05 15:29:58,api_partner,transfer,utilities,54.23,approved,D0008877,0,0
T00000092,C003578,2025-04-24 05:07:16,mobile_app,transfer,gaming,126.43,approved,D0001320,0,0
T00000093,C001539,2025-04-25 15:55:10,mobile_app,payment,retail,36.31,approved,D0004306,0,0
T00000094,C002868,2025-07-31 13:09:30,mobile_app,payment,education,84.49,reversed,D0004418,1,0
T00000095,C003550,2025-01-23 23:13:55,mobile_app,transfer,retail,369.86,approved,D0007266,0,0
T00000096,C000804,2025-03-14 17:08:05,mobile_app,transfer,restaurants,71.43,approved,D0006689,0,0
T00000097,C004777,2025-01-15 17:26:56,mobile_app,top_up,restaurants,50.41,approved,D0006163,0,0
T00000098,C003270,2025-02-13 21:03:29,pos,payment,utilities,51.2,approved,D0008556,0,0
T00000099,C000179,2025-08-03 07:59:09,mobile_app,cash_out,crypto,397.57,declined,D0005158,0,1
T00000100,C000615,2025-09-06 09:07:52,pos,payment,grocery,508.89,approved,D0004506,1,0
T00000101,C001755,2025-12-02 22:29:16,mobile_app,transfer,restaurants,58.87,approved,D0007116,0,0
T00000102,C000047,2025-09-19 21:51:51,mobile_app,payment,utilities,90.68,reversed,D0001120,0,1
T00000103,C003684,2025-03-06 07:38:57,pos,payment,transport,11.05,approved,D0006435,0,0
T00000104,C002535,2025-11-21 13:17:32,pos,transfer,transport,48.72,approved,D0006249,0,0
T00000105,C000216,2025-11-30 19:50:44,mobile_app,payment,grocery,96.32,approved,D0004298,0,0
T00000106,C002940,2025-03-19 23:56:33,mobile_app,transfer,restaurants,155.8,approved,D0003344,0,1
T00000107,C005543,2025-02-05 03:45:25,mobile_app,cash_out,grocery,27.52,approved,D0007804,0,0
T00000108,C005766,2025-02-11 07:21:35,mobile_app,payment,gaming,587.72,approved,D0004285,0,0
T00000109,C002900,2025-04-20 06:39:47,atm,payment,utilities,53.57,approved,D0001358,0,0
T00000110,C002877,2025-01-23 10:44:18,web,transfer,restaurants,250.59,approved,D0000332,0,0
T00000111,C005105,2025-02-19 15:08:27,api_partner,top_up,grocery,13.3,approved,D0005437,0,0
T00000112,C001237,2025-09-16 23:07:57,mobile_app,payment,grocery,28.67,approved,D0007428,0,0
T00000113,C001008,2025-10-04 12:45:21,web,payment,retail,593.23,approved,D0005713,0,0
T00000114,C004830,2025-09-29 09:39:09,mobile_app,top_up,cash_out,67.3,approved,D0001387,0,0
T00000115,C002139,2025-04-17 08:07:21,pos,top_up,utilities,63.86,approved,D0007770,0,0
T00000116,C004411,2025-10-12 13:48:48,mobile_app,transfer,retail,322.12,approved,D0002339,0,1
T00000117,C002160,2025-06-04 06:15:04,pos,payment,gaming,87.29,declined,D0004533,0,0
T00000118,C003185,2025-11-28 13:12:48,mobile_app,cash_out,retail,116.52,approved,D0001959,0,0
T00000119,C000374,2025-03-15 07:02:23,web,transfer,retail,56.34,declined,D0008788,0,0
T00000120,C001287,2025-03-25 18:44:48,web,payment,cash_out,104.64,approved,D0001567,0,0
T00000121,C000368,2025-02-07 13:44:30,pos,top_up,grocery,20.88,approved,D0007475,0,0
T00000122,C004474,2025-02-03 04:08:51,mobile_app,payment,retail,86.15,approved,D0006977,0,0
T00000123,C004925,2025-10-10 08:24:14,web,payment,utilities,254.77,approved,D0002824,0,0
T00000124,C004921,2025-07-04 13:36:23,mobile_app,transfer,travel,411.03,approved,D0007970,0,0
T00000125,C003926,2025-12-16 11:54:57,mobile_app,payment,retail,230.56,approved,D0001884,0,0
T00000126,C004770,2025-08-04 08:12:51,web,cash_out,retail,80.59,approved,D0005620,0,0
T00000127,C005716,2025-05-12 07:33:12,api_partner,transfer,education,242.91,declined,D0004039,0,0
T00000128,C003117,2025-06-06 04:57:11,api_partner,payment,utilities,121.79,approved,D0003483,0,0
T00000129,C001295,2025-10-02 16:13:59,mobile_app,payment,grocery,15.31,declined,D0003550,0,0
T00000130,C003977,2025-01-26 02:14:20,atm,payment,retail,65.87,approved,D0006283,0,0
T00000131,C000174,2025-03-30 00:41:22,atm,cash_out,utilities,12.73,reversed,D0002605,0,0
T00000132,C004132,2025-12-18 14:02:26,mobile_app,payment,grocery,186.94,reversed,D0005142,0,0
T00000133,C004398,2025-06-13 13:27:15,web,payment,cash_out,91.01,approved,D0001305,0,0
T00000134,C004982,2025-10-21 02:47:18,atm,transfer,utilities,74.79,approved,D0000629,0,0
T00000135,C002081,2025-06-27 18:45:29,web,transfer,cash_out,1225.18,declined,D0008632,0,0
T00000136,C003835,2025-12-11 05:51:16,mobile_app,payment,transport,66.72,approved,D0005574,0,0
T00000137,C002430,2025-08-19 05:22:08,web,transfer,transport,138.9,approved,D0002760,0,0
T00000138,C005998,2025-07-11 09:43:22,mobile_app,cash_out,travel,286.09,approved,D0000333,0,0
T00000139,C005803,2025-06-18 17:21:51,mobile_app,payment,retail,70.01,approved,D0000323,0,0
T00000140,C005799,2025-07-30 20:58:10,pos,payment,grocery,35.9,approved,D0002085,0,0
T00000141,C002774,2025-09-21 09:29:00,mobile_app,transfer,education,413.39,approved,D0003305,0,0
T00000142,C000693,2025-11-23 18:51:51,pos,top_up,grocery,319.71,approved,D0005196,0,0
T00000143,C004691,2025-08-04 15:30:42,mobile_app,payment,crypto,313.23,approved,D0006692,0,0
T00000144,C003030,2025-10-20 09:21:49,web,transfer,gaming,399.17,approved,D0002454,1,0
T00000145,C000874,2025-11-27 10:51:01,web,payment,utilities,14.99,approved,D0007335,0,0
T00000146,C004415,2025-11-21 01:22:40,pos,transfer,cash_out,309.54,approved,D0006085,0,0
T00000147,C003097,2025-04-18 10:30:59,atm,payment,grocery,117.05,approved,D0003036,0,0
T00000148,C000758,2025-12-29 05:08:20,pos,transfer,cash_out,830.8,reversed,D0008047,0,1
T00000149,C003625,2025-03-13 10:45:03,web,payment,gaming,71.12,approved,D0001228,0,0
T00000150,C005554,2025-01-02 15:19:52,mobile_app,payment,grocery,56.13,approved,D0006358,0,0
T00000151,C002107,2025-03-29 21:27:47,web,payment,utilities,60.86,reversed,D0006158,0,0
T00000152,C004273,2025-09-03 01:13:04,mobile_app,payment,travel,240.15,reversed,D0004553,0,0
T00000153,C001566,2025-02-26 11:51:28,mobile_app,top_up,education,89.11,approved,D0002552,1,0
T00000154,C003117,2025-02-16 23:33:18,mobile_app,payment,education,136.66,approved,D0000429,1,0
T00000155,C003524,2025-02-08 17:39:44,mobile_app,transfer,restaurants,38.76,approved,D0007999,0,0
T00000156,C000309,2025-11-10 03:24:20,mobile_app,top_up,grocery,50.93,approved,D0003748,0,0
T00000157,C000154,2025-12-04 13:59:55,mobile_app,payment,transport,170.06,approved,D0006411,0,0
T00000158,C000967,2025-08-31 12:12:38,mobile_app,cash_out,cash_out,522.76,approved,D0002516,0,0
T00000159,C001164,2025-05-08 17:06:47,mobile_app,payment,retail,217.72,approved,D0001241,0,0
T00000160,C002817,2025-09-20 17:05:34,mobile_app,transfer,gaming,26.93,reversed,D0004160,0,0
T00000161,C000385,2025-04-04 23:07:55,mobile_app,payment,crypto,305.18,approved,D0005896,0,0
T00000162,C003720,2025-10-31 20:22:36,mobile_app,payment,cash_out,331.93,approved,D0006953,0,0
T00000163,C002796,2025-08-06 05:45:52,mobile_app,payment,transport,32.4,approved,D0002837,0,0
T00000164,C004720,2025-02-08 01:52:04,mobile_app,payment,cash_out,230.43,approved,D0003981,0,0
T00000165,C001057,2025-01-02 08:44:33,mobile_app,top_up,grocery,26.57,declined,D0000673,0,0
T00000166,C001732,2025-02-01 10:36:08,atm,transfer,transport,92.39,approved,D0001270,0,0
T00000167,C003443,2025-05-30 18:13:56,mobile_app,payment,cash_out,871.07,approved,D0007155,0,0
T00000168,C001670,2025-06-23 10:43:04,web,transfer,gaming,86.07,approved,D0007543,0,0
T00000169,C004077,2025-05-19 18:20:30,mobile_app,payment,retail,195.42,approved,D0005794,0,0
T00000170,C004028,2025-03-26 01:24:47,mobile_app,cash_out,education,88.02,approved,D0002443,0,0
T00000171,C003775,2025-08-09 03:13:44,mobile_app,payment,retail,232.15,approved,D0000555,0,0
T00000172,C001460,2025-05-06 15:45:53,mobile_app,payment,restaurants,572.39,approved,D0002626,0,0
T00000173,C005967,2025-11-28 07:54:49,mobile_app,payment,crypto,52.43,approved,D0002744,0,0
T00000174,C000006,2025-01-31 19:45:31,pos,transfer,utilities,47.08,declined,D0007307,0,0
T00000175,C005925,2025-05-23 23:03:15,pos,transfer,transport,84.01,approved,D0003446,0,0
T00000176,C004787,2025-09-20 11:35:49,mobile_app,transfer,retail,225.4,approved,D0004994,0,0
T00000177,C001642,2025-08-12 00:15:24,mobile_app,transfer,retail,78.81,approved,D0001205,0,0
T00000178,C003830,2025-09-07 08:37:07,mobile_app,payment,grocery,1120.51,approved,D0002636,0,0
T00000179,C005957,2025-08-06 07:04:41,mobile_app,payment,utilities,30.02,approved,D0000706,0,0
T00000180,C005351,2025-04-18 06:57:42,pos,payment,utilities,152.82,approved,D0005025,0,0
T00000181,C005521,2025-12-18 00:14:58,api_partner,transfer,gaming,144.23,approved,D0004280,0,0
T00000182,C004881,2025-02-21 08:19:18,mobile_app,top_up,retail,114.37,approved,D0000507,0,0
T00000183,C000617,2025-02-14 11:30:32,pos,payment,cash_out,249.63,approved,D0005952,0,1
T00000184,C000886,2025-06-28 19:45:05,web,payment,cash_out,409.6,approved,D0003982,0,0
T00000185,C002071,2025-05-30 00:57:50,web,payment,restaurants,43.54,approved,D0001629,0,0
T00000186,C000161,2025-11-08 04:59:12,mobile_app,payment,transport,26.91,approved,D0002617,0,0
T00000187,C001218,2025-12-04 12:42:15,mobile_app,transfer,retail,9.94,approved,D0008374,0,0
T00000188,C004179,2025-06-14 16:12:09,web,transfer,cash_out,84.73,approved,D0005913,0,0
T00000189,C000168,2025-09-30 15:12:35,web,payment,retail,552.38,approved,D0000671,0,1
T00000190,C003913,2025-11-03 07:51:13,api_partner,transfer,retail,35.19,approved,D0001894,0,0
T00000191,C002703,2025-02-12 05:42:57,pos,payment,education,71.69,approved,D0007409,0,0
T00000192,C002603,2025-09-12 06:29:31,mobile_app,payment,education,252.58,approved,D0002341,0,0
T00000193,C004440,2025-01-22 04:45:36,api_partner,payment,grocery,27.04,approved,D0002378,0,0
T00000194,C004108,2025-01-04 13:06:31,mobile_app,cash_out,cash_out,133.95,approved,D0001430,0,0
T00000195,C003606,2025-07-05 10:10:39,mobile_app,transfer,utilities,84.94,approved,D0006281,0,0
T00000196,C001554,2025-01-03 10:32:18,web,top_up,utilities,34.37,declined,D0004545,0,0
T00000197,C000450,2025-10-26 21:45:23,mobile_app,cash_out,retail,62.45,declined,D0003911,0,0
T00000198,C004670,2025-01-17 04:57:21,atm,payment,utilities,543.14,approved,D0006775,0,0
T00000199,C005821,2025-01-06 13:37:06,mobile_app,cash_out,utilities,230.31,approved,D0004332,0,0
T00000200,C004028,2025-07-08 01:00:35,mobile_app,transfer,transport,195.32,approved,D0004243,0,0
T00000201,C002538,2025-10-25 02:26:35,mobile_app,top_up,gaming,30.31,approved,D0008472,0,0
T00000202,C005287,2025-09-14 02:40:19,web,payment,retail,146.48,approved,D0006578,0,0
T00000203,C002710,2025-04-12 02:20:52,mobile_app,payment,restaurants,394.59,approved,D0007279,0,0
T00000204,C004561,2025-05-08 02:24:47,mobile_app,payment,crypto,192.91,approved,D0001629,0,0
T00000205,C002958,2025-10-11 23:28:19,web,payment,education,77.06,approved,D0000690,0,0
T00000206,C005855,2025-04-05 18:42:17,mobile_app,payment,restaurants,11.86,approved,D0001290,0,0
T00000207,C002665,2025-08-11 16:56:56,mobile_app,top_up,utilities,435.85,approved,D0001067,0,0
T00000208,C001790,2025-08-21 03:56:10,web,cash_out,gaming,457.24,approved,D0004771,0,0
T00000209,C004103,2025-02-16 16:52:42,mobile_app,payment,retail,84.66,approved,D0001852,0,0
T00000210,C003235,2025-03-29 02:42:58,atm,payment,restaurants,116.52,approved,D0005898,0,0
T00000211,C005315,2025-09-29 17:52:49,mobile_app,top_up,grocery,128.33,approved,D0002286,0,0
T00000212,C000319,2025-06-02 07:15:15,mobile_app,payment,restaurants,176.79,approved,D0008678,0,0
T00000213,C002178,2025-02-06 19:12:26,mobile_app,payment,gaming,151.23,approved,D0001328,0,0
T00000214,C002157,2025-12-29 22:03:41,mobile_app,cash_out,grocery,119.78,approved,D0002509,0,0
T00000215,C002554,2025-09-21 00:50:39,pos,transfer,gaming,51.97,approved,D0008834,0,0
T00000216,C000429,2025-09-26 09:53:29,web,top_up,grocery,153.91,approved,D0000526,0,0
T00000217,C005951,2025-08-07 06:46:41,mobile_app,top_up,grocery,334.49,approved,D0006664,0,0
T00000218,C004340,2025-09-24 07:16:24,mobile_app,transfer,gaming,98.8,approved,D0005418,0,0
T00000219,C002486,2025-12-18 02:12:31,mobile_app,payment,grocery,129.62,approved,D0002461,0,0
T00000220,C004403,2025-12-16 21:44:08,web,transfer,restaurants,88.43,approved,D0006673,0,0
T00000221,C005929,2025-01-02 22:52:17,pos,transfer,retail,48.81,approved,D0007580,0,0
T00000222,C000901,2025-05-18 09:16:59,mobile_app,payment,retail,190.57,approved,D0008827,0,0
T00000223,C001621,2025-02-25 11:37:16,mobile_app,payment,restaurants,94.12,approved,D0005209,0,0
T00000224,C003399,2025-12-18 07:40:19,pos,transfer,grocery,108.43,approved,D0005983,0,0
T00000225,C000749,2025-02-17 14:09:15,pos,payment,restaurants,771.83,approved,D0003968,0,0
T00000226,C004873,2025-09-03 09:55:28,mobile_app,transfer,travel,540.33,approved,D0002131,0,0
T00000227,C004290,2025-05-01 15:49:36,mobile_app,payment,crypto,80.11,approved,D0007465,0,0
T00000228,C005989,2025-07-06 09:22:15,atm,payment,crypto,157.88,approved,D0000341,0,0
T00000229,C002412,2025-03-15 02:20:39,pos,payment,retail,62.84,approved,D0008074,0,0
T00000230,C001028,2025-09-18 19:51:24,mobile_app,cash_out,cash_out,92.28,approved,D0002915,0,0
T00000231,C004245,2025-08-08 18:44:01,mobile_app,payment,gaming,95.98,approved,D0008722,0,1
T00000232,C003133,2025-02-06 16:09:40,api_partner,top_up,travel,527.72,approved,D0003085,0,0
T00000233,C002842,2025-02-12 21:48:42,web,transfer,retail,265.3,approved,D0006596,0,0
T00000234,C001141,2025-06-07 19:04:59,pos,payment,cash_out,869.72,approved,D0007159,0,1
T00000235,C000238,2025-04-22 10:01:46,mobile_app,transfer,retail,170.69,approved,D0002670,0,0
T00000236,C005258,2025-01-24 09:53:15,pos,payment,grocery,285.12,approved,D0007885,0,0
T00000237,C004826,2025-07-28 23:53:35,web,cash_out,utilities,261.93,approved,D0005266,0,0
T00000238,C004554,2025-08-05 22:58:20,mobile_app,transfer,cash_out,122.79,declined,D0000964,0,0
T00000239,C002533,2025-12-18 03:37:35,mobile_app,transfer,retail,52.31,approved,D0004822,0,0
T00000240,C001755,2025-11-28 15:42:22,mobile_app,transfer,grocery,639.34,approved,D0001741,1,0
T00000241,C004810,2025-03-30 18:51:19,pos,payment,transport,318.69,approved,D0003899,0,1
T00000242,C001611,2025-10-07 01:01:14,pos,payment,retail,23.17,approved,D0004766,0,0
T00000243,C003119,2025-03-04 11:00:02,web,payment,transport,81.54,approved,D0007796,0,0
T00000244,C004440,2025-09-26 14:32:45,mobile_app,payment,travel,1023.16,approved,D0006793,0,0
T00000245,C005459,2025-10-26 01:53:12,mobile_app,payment,cash_out,514.44,declined,D0005089,0,0
T00000246,C001488,2025-04-14 06:21:57,mobile_app,transfer,transport,65.48,approved,D0004385,1,0
T00000247,C004759,2025-06-07 05:13:43,mobile_app,payment,retail,153.55,approved,D0007521,0,0
T00000248,C003195,2025-03-30 07:53:15,mobile_app,payment,travel,117.75,approved,D0004979,0,0
T00000249,C000246,2025-02-10 12:23:35,mobile_app,top_up,crypto,156.09,approved,D0008434,0,0
T00000250,C001278,2025-03-01 21:31:16,api_partner,transfer,restaurants,330.33,approved,D0003037,0,0
T00000251,C002329,2025-11-28 05:47:28,mobile_app,payment,transport,71.38,approved,D0001543,0,0
T00000252,C001557,2025-01-22 11:48:29,web,transfer,gaming,282.94,approved,D0005019,0,1
T00000253,C001558,2025-03-02 18:33:43,atm,transfer,restaurants,422.72,approved,D0003825,0,0
T00000254,C002223,2025-12-19 01:22:01,mobile_app,payment,restaurants,149.28,approved,D0000111,0,0
T00000255,C005311,2025-03-16 08:27:32,web,transfer,cash_out,140.85,approved,D0005375,0,0
T00000256,C002333,2025-09-05 11:48:57,mobile_app,cash_out,grocery,1085.0,approved,D0008871,0,0
T00000257,C000305,2025-11-21 02:13:42,mobile_app,payment,travel,404.58,approved,D0008715,0,0
T00000258,C002923,2025-01-04 05:49:58,web,payment,education,34.18,approved,D0007431,0,0
T00000259,C000793,2025-07-23 23:24:17,mobile_app,transfer,transport,143.96,declined,D0008514,0,0
T00000260,C000407,2025-02-28 11:25:10,mobile_app,payment,travel,869.62,approved,D0007801,0,0
T00000261,C004428,2025-10-27 12:26:04,mobile_app,transfer,gaming,209.89,approved,D0001023,0,0
T00000262,C002353,2025-07-11 12:31:48,pos,transfer,travel,653.55,approved,D0004784,0,0
T00000263,C002038,2025-08-02 20:39:15,mobile_app,transfer,travel,235.88,approved,D0002127,0,0
T00000264,C002967,2025-01-07 18:17:33,mobile_app,transfer,retail,103.85,approved,D0007960,0,0
T00000265,C005893,2025-12-03 05:02:12,mobile_app,transfer,retail,70.23,approved,D0007312,0,0
T00000266,C002717,2025-06-04 15:41:11,pos,payment,retail,21.52,approved,D0008525,0,0
T00000267,C002821,2025-02-28 08:53:22,pos,payment,grocery,96.7,approved,D0000784,0,0
T00000268,C004647,2025-12-07 01:55:31,mobile_app,top_up,transport,224.27,approved,D0001796,0,0
T00000269,C003043,2025-01-19 20:06:38,atm,transfer,transport,83.04,declined,D0001669,0,0
T00000270,C004003,2025-09-07 00:41:58,web,transfer,transport,45.57,approved,D0000462,0,0
T00000271,C001361,2025-03-06 14:27:55,web,payment,transport,376.83,approved,D0007025,0,0
T00000272,C001054,2025-05-27 16:10:35,mobile_app,transfer,grocery,26.31,approved,D0000829,0,0
T00000273,C000440,2025-09-06 11:57:18,mobile_app,payment,retail,70.69,approved,D0008242,0,0
T00000274,C004354,2025-07-02 23:37:47,api_partner,payment,retail,28.66,approved,D0003909,1,0
T00000275,C000783,2025-02-12 10:58:34,atm,cash_out,crypto,265.29,approved,D0002068,0,0
T00000276,C002611,2025-06-04 23:12:33,web,payment,travel,217.55,approved,D0000530,0,0
T00000277,C001815,2025-10-04 14:06:39,web,payment,retail,143.38,approved,D0003361,0,0
